zipcode,Grade,start_date,end_date,InPerson,Total_students,Capacity
15172,SECONDARY,2021-04-18,2021-04-26,1.8801672085462144,552,0.0034061000154822726
15172,SECONDARY,2021-05-10,2021-05-24,1.8801672085462144,552,0.0034061000154822726
15176,SECONDARY,2021-02-15,2021-03-05,247.72977241058985,17661,0.014026939154667904
15176,SECONDARY,2021-03-05,2021-03-12,247.72977241058985,17661,0.014026939154667904
15176,SECONDARY,2021-03-12,2021-03-19,247.72977241058985,17661,0.014026939154667904
15176,SECONDARY,2021-03-19,2021-03-26,247.72977241058985,17661,0.014026939154667904
15176,SECONDARY,2021-03-26,2021-04-09,247.72977241058985,17661,0.014026939154667904
15176,SECONDARY,2021-04-09,2021-04-18,247.72977241058985,17661,0.014026939154667904
15176,SECONDARY,2021-04-18,2021-04-26,207.8086391082211,17661,0.011766527326211487
15176,SECONDARY,2021-05-10,2021-05-24,207.8086391082211,17661,0.011766527326211487
15176,UNIVERSITY,2021-02-15,2021-03-05,52.55380657662308,3390,0.0155025978102133
15176,UNIVERSITY,2021-03-05,2021-03-12,52.55380657662308,3390,0.0155025978102133
15176,UNIVERSITY,2021-03-12,2021-03-19,56.154566465292056,3390,0.016564768868817716
15176,UNIVERSITY,2021-03-19,2021-03-26,58.43205357999776,3390,0.01723659397640052
15176,UNIVERSITY,2021-03-26,2021-04-09,74.65805009895801,3390,0.022023023628011215
15176,UNIVERSITY,2021-04-09,2021-04-18,75.31095904979546,3390,0.02221562213858273
15176,UNIVERSITY,2021-04-18,2021-04-26,74.14143863954118,3390,0.02187063086712129
15176,UNIVERSITY,2021-05-10,2021-05-24,74.14143863954118,3390,0.02187063086712129
15180,SECONDARY,2021-02-15,2021-03-05,2.296144914073386,727,0.0031583836507199257
15180,SECONDARY,2021-03-05,2021-03-12,2.296144914073386,727,0.0031583836507199257
15180,SECONDARY,2021-03-12,2021-03-19,2.0935438922433813,727,0.002879702740362285
15180,SECONDARY,2021-03-19,2021-03-26,1.8909428704133768,727,0.0026010218300046447
15180,SECONDARY,2021-03-26,2021-04-09,1.8909428704133768,727,0.0026010218300046447
15180,SECONDARY,2021-04-09,2021-04-18,1.8909428704133768,727,0.0026010218300046447
15180,SECONDARY,2021-04-18,2021-04-26,3.804396965474532,727,0.005233008205604584
15180,SECONDARY,2021-05-10,2021-05-24,3.804396965474532,727,0.005233008205604584
15180,UNIVERSITY,2021-02-15,2021-03-05,0.12402078248170638,8,0.015502597810213297
15180,UNIVERSITY,2021-03-05,2021-03-12,0.12402078248170638,8,0.015502597810213297
15180,UNIVERSITY,2021-03-12,2021-03-19,0.13251815095054173,8,0.016564768868817716
15180,UNIVERSITY,2021-03-19,2021-03-26,0.13789275181120417,8,0.01723659397640052
15180,UNIVERSITY,2021-03-26,2021-04-09,0.17618418902408972,8,0.022023023628011215
15180,UNIVERSITY,2021-04-09,2021-04-18,0.17772497710866186,8,0.022215622138582733
15180,UNIVERSITY,2021-04-18,2021-04-26,0.17496504693697035,8,0.021870630867121293
15180,UNIVERSITY,2021-05-10,2021-05-24,0.17496504693697035,8,0.021870630867121293
15183,SECONDARY,2021-02-15,2021-03-05,4.181328379006039,1452,0.0028797027403622854
15183,SECONDARY,2021-03-05,2021-03-12,4.181328379006039,1452,0.0028797027403622854
15183,SECONDARY,2021-03-12,2021-03-19,4.181328379006039,1452,0.0028797027403622854
15183,SECONDARY,2021-03-19,2021-03-26,7.19368323269856,1452,0.004954327295246942
15183,SECONDARY,2021-03-26,2021-04-09,7.19368323269856,1452,0.004954327295246942
15183,SECONDARY,2021-04-09,2021-04-18,7.19368323269856,1452,0.004954327295246942
15183,SECONDARY,2021-04-18,2021-04-26,7.19368323269856,1452,0.004954327295246942
15183,SECONDARY,2021-05-10,2021-05-24,7.19368323269856,1452,0.004954327295246942
15185,SECONDARY,2021-02-15,2021-03-05,6.795169530887135,627,0.010837590958352687
15185,SECONDARY,2021-03-05,2021-03-12,6.795169530887135,627,0.010837590958352687
15185,SECONDARY,2021-03-12,2021-03-19,6.795169530887135,627,0.010837590958352687
15185,SECONDARY,2021-03-19,2021-03-26,6.795169530887135,627,0.010837590958352687
15185,SECONDARY,2021-03-26,2021-04-09,6.795169530887135,627,0.010837590958352687
15185,SECONDARY,2021-04-09,2021-04-18,6.795169530887135,627,0.010837590958352687
15185,SECONDARY,2021-04-18,2021-04-26,6.795169530887135,627,0.010837590958352687
15185,SECONDARY,2021-05-10,2021-05-24,6.795169530887135,627,0.010837590958352687
15187,SECONDARY,2021-02-15,2021-03-05,2.275305774887754,373,0.006100015482272798
15187,SECONDARY,2021-03-05,2021-03-12,2.275305774887754,373,0.006100015482272798
15187,SECONDARY,2021-03-12,2021-03-19,2.275305774887754,373,0.006100015482272798
15187,SECONDARY,2021-03-19,2021-03-26,2.275305774887754,373,0.006100015482272798
15187,SECONDARY,2021-03-26,2021-04-09,2.275305774887754,373,0.006100015482272798
15187,SECONDARY,2021-04-09,2021-04-18,2.275305774887754,373,0.006100015482272798
15187,SECONDARY,2021-04-18,2021-04-26,2.275305774887754,373,0.006100015482272798
