CODE,Grade,InPerson,Total_students,zipcode,Capacity,start_date,end_date
311769000751,PRIMARY,0,105,005401,0,2021-03-12,2021-03-19
311769000751,SECONDARY,0,313,005401,0,2021-03-12,2021-03-19
311769000815,PREK,0,5,009108,0,2021-03-12,2021-03-19
311769000815,PRIMARY,0,76,009108,0,2021-03-12,2021-03-19
311769000815,SECONDARY,0,248,009108,0,2021-03-12,2021-03-19
311769000921,PREK,0,5,009123,0,2021-03-12,2021-03-19
311769000921,PRIMARY,0,91,009123,0,2021-03-12,2021-03-19
311769000921,SECONDARY,0,229,009123,0,2021-03-12,2021-03-19
311769001552,PREK,0,20,009119,0,2021-03-12,2021-03-19
311769001552,PRIMARY,0,193,009119,0,2021-03-12,2021-03-19
311769001552,SECONDARY,0,212,009119,0,2021-03-12,2021-03-19
311769001757,PRIMARY,0,8,003215,0,2021-03-12,2021-03-19
311769001757,SECONDARY,0,64,003215,0,2021-03-12,2021-03-19
311769001781,PREK,0,23,009134,0,2021-03-12,2021-03-19
311769001781,PRIMARY,0,270,009134,0,2021-03-12,2021-03-19
311769001781,SECONDARY,0,343,009134,0,2021-03-12,2021-03-19
311769001951,PRIMARY,0,12,009113,0,2021-03-12,2021-03-19
311769001960,PREK,0,37,009109,0,2021-03-12,2021-03-19
311769001960,PRIMARY,0,24,009109,0,2021-03-12,2021-03-19
311769002010,PREK,0,106,009102,0,2021-03-12,2021-03-19
311769002010,PRIMARY,0,212,009102,0,2021-03-12,2021-03-19
311769002010,SECONDARY,0,345,009102,0,2021-03-12,2021-03-19
311769002214,PRIMARY,0,1,008537,0,2021-03-12,2021-03-19
311769002214,SECONDARY,0,639,008537,0,2021-03-12,2021-03-19
311769002354,PREK,0,29,009220,0,2021-03-12,2021-03-19
311769002354,PRIMARY,0,577,009220,0,2021-03-12,2021-03-19
311769002354,SECONDARY,0,631,009220,0,2021-03-12,2021-03-19
311769002451,PREK,0,21,009202,0,2021-03-12,2021-03-19
311769002451,PRIMARY,0,332,009202,0,2021-03-12,2021-03-19
311769002451,SECONDARY,0,578,009202,0,2021-03-12,2021-03-19
311769002494,PREK,0,48,009212,0,2021-03-12,2021-03-19
311769002494,PRIMARY,0,307,009212,0,2021-03-12,2021-03-19
311769002494,SECONDARY,0,450,009212,0,2021-03-12,2021-03-19
311769002605,PREK,0,32,009106,0,2021-03-12,2021-03-19
311769002605,PRIMARY,0,22,009106,0,2021-03-12,2021-03-19
311769002818,PREK,0,20,107107,0,2021-03-12,2021-03-19
311769002818,PRIMARY,0,302,107107,0,2021-03-12,2021-03-19
311769002818,SECONDARY,0,443,107107,0,2021-03-12,2021-03-19
311769003091,PREK,0,11,009113,0,2021-03-12,2021-03-19
311769003091,PRIMARY,0,202,009113,0,2021-03-12,2021-03-19
311769003091,SECONDARY,0,355,009113,0,2021-03-12,2021-03-19
311769003300,PREK,0,8,009214,0,2021-03-12,2021-03-19
311769003300,PRIMARY,0,74,009214,0,2021-03-12,2021-03-19
311769003300,SECONDARY,0,305,009214,0,2021-03-12,2021-03-19
311769003326,PREK,0,17,005401,0,2021-03-12,2021-03-19
311769003326,PRIMARY,0,153,005401,0,2021-03-12,2021-03-19
311769003326,SECONDARY,0,50,005401,0,2021-03-12,2021-03-19
311769003547,PRIMARY,0,114,009202,0,2021-03-12,2021-03-19
311769003547,SECONDARY,0,125,009202,0,2021-03-12,2021-03-19
311769003831,PREK,0,35,009106,0,2021-03-12,2021-03-19
311769003831,PRIMARY,0,312,009106,0,2021-03-12,2021-03-19
311769003831,SECONDARY,0,292,009106,0,2021-03-12,2021-03-19
311769003873,PREK,0,8,009107,0,2021-03-12,2021-03-19
311769003873,PRIMARY,0,6,009107,0,2021-03-12,2021-03-19
311769004004,PREK,0,11,009211,0,2021-03-12,2021-03-19
311769004004,PRIMARY,0,202,009211,0,2021-03-12,2021-03-19
311769004004,SECONDARY,0,364,009211,0,2021-03-12,2021-03-19
311769004063,PREK,0,4,009202,0,2021-03-12,2021-03-19
311769004063,PRIMARY,0,231,009202,0,2021-03-12,2021-03-19
311769004063,SECONDARY,0,247,009202,0,2021-03-12,2021-03-19
311769004233,PREK,0,53,009221,0,2021-03-12,2021-03-19
311769004233,PRIMARY,0,211,009221,0,2021-03-12,2021-03-19
311769004233,SECONDARY,0,412,009221,0,2021-03-12,2021-03-19
311769004268,PREK,0,116,009203,0,2021-03-12,2021-03-19
311769004268,PRIMARY,0,633,009203,0,2021-03-12,2021-03-19
311769004268,SECONDARY,0,1439,009203,0,2021-03-12,2021-03-19
311769004322,PREK,0,28,009135,0,2021-03-12,2021-03-19
311769004322,PRIMARY,0,85,009135,0,2021-03-12,2021-03-19
311769004322,SECONDARY,0,5,009135,0,2021-03-12,2021-03-19
311769004365,PREK,0,6,009206,0,2021-03-12,2021-03-19
311769004365,PRIMARY,0,145,009206,0,2021-03-12,2021-03-19
311769004365,SECONDARY,0,244,009206,0,2021-03-12,2021-03-19
311848000413,PREK,0,11,008521,0,2021-03-12,2021-03-19
311848000413,PRIMARY,0,145,008521,0,2021-03-12,2021-03-19
311848000413,SECONDARY,0,244,008521,0,2021-03-12,2021-03-19
311848000448,PREK,0,22,008503,0,2021-03-12,2021-03-19
311848000448,PRIMARY,0,195,008503,0,2021-03-12,2021-03-19
311848000448,SECONDARY,0,245,008503,0,2021-03-12,2021-03-19
311848000588,PREK,0,35,008505,0,2021-03-12,2021-03-19
311848000588,PRIMARY,0,425,008505,0,2021-03-12,2021-03-19
311848000588,SECONDARY,0,299,008505,0,2021-03-12,2021-03-19
311848000626,PREK,0,1,008507,0,2021-03-12,2021-03-19
311848000626,PRIMARY,0,229,008507,0,2021-03-12,2021-03-19
311848000626,SECONDARY,0,476,008507,0,2021-03-12,2021-03-19
311848000707,PREK,0,15,008539,0,2021-03-12,2021-03-19
311848000707,PRIMARY,0,119,008539,0,2021-03-12,2021-03-19
311848000707,SECONDARY,0,157,008539,0,2021-03-12,2021-03-19
311848001118,PREK,0,24,009136,0,2021-03-12,2021-03-19
311848001118,PRIMARY,0,122,009136,0,2021-03-12,2021-03-19
311848001118,SECONDARY,0,180,009136,0,2021-03-12,2021-03-19
311848002084,PREK,0,3,008505,0,2021-03-12,2021-03-19
311848002084,PRIMARY,0,266,008505,0,2021-03-12,2021-03-19
311848002084,SECONDARY,0,35,008505,0,2021-03-12,2021-03-19
311848002343,PREK,0,26,009136,0,2021-03-12,2021-03-19
311848002343,PRIMARY,0,95,009136,0,2021-03-12,2021-03-19
311848002343,SECONDARY,0,196,009136,0,2021-03-12,2021-03-19
311848002866,PREK,0,26,008537,0,2021-03-12,2021-03-19
311848002866,PRIMARY,0,122,008537,0,2021-03-12,2021-03-19
311848002866,SECONDARY,0,365,008537,0,2021-03-12,2021-03-19
311848003111,PRIMARY,0,15,107106,0,2021-03-12,2021-03-19
311848003111,SECONDARY,0,51,107106,0,2021-03-12,2021-03-19
311848003196,PRIMARY,0,3,009112,0,2021-03-12,2021-03-19
311848003323,PREK,0,3,005635,0,2021-03-12,2021-03-19
311848003323,PRIMARY,0,38,005635,0,2021-03-12,2021-03-19
311848003323,SECONDARY,0,20,005635,0,2021-03-12,2021-03-19
311848003439,PREK,0,2,008537,0,2021-03-12,2021-03-19
311848003439,PRIMARY,0,179,008537,0,2021-03-12,2021-03-19
311848003439,SECONDARY,0,314,008537,0,2021-03-12,2021-03-19
311848003471,PREK,0,13,002611,0,2021-03-12,2021-03-19
311848003471,PRIMARY,0,41,002611,0,2021-03-12,2021-03-19
311848003471,SECONDARY,0,1,002611,0,2021-03-12,2021-03-19
311848003633,PREK,0,22,008519,0,2021-03-12,2021-03-19
311848003633,PRIMARY,0,89,008519,0,2021-03-12,2021-03-19
311848003633,SECONDARY,0,118,008519,0,2021-03-12,2021-03-19
311848003714,PRIMARY,0,11,008515,0,2021-03-12,2021-03-19
311848004176,PREK,0,52,001408,0,2021-03-12,2021-03-19
311848004176,PRIMARY,0,148,001408,0,2021-03-12,2021-03-19
311848004176,SECONDARY,0,5,001408,0,2021-03-12,2021-03-19
311848004206,PRIMARY,0,21,008401,0,2021-03-12,2021-03-19
311848004478,PRIMARY,0,2,004107,0,2021-03-12,2021-03-19
311848004486,PREK,0,73,008510,0,2021-03-12,2021-03-19
311848004486,PRIMARY,0,16,008510,0,2021-03-12,2021-03-19
311848004583,PREK,0,34,008511,0,2021-03-12,2021-03-19
311848004672,PREK,0,9,008506,0,2021-03-12,2021-03-19
311848004672,PRIMARY,0,103,008506,0,2021-03-12,2021-03-19
311848004672,SECONDARY,0,26,008506,0,2021-03-12,2021-03-19
411001000047,PREK,0,3,005622,0,2021-03-12,2021-03-19
411001000047,PRIMARY,0,5,005622,0,2021-03-12,2021-03-19
411001000314,PRIMARY,0,25,004539,0,2021-03-12,2021-03-19
411001000314,SECONDARY,0,11,004539,0,2021-03-12,2021-03-19
411001000691,PREK,0,11,005503,0,2021-03-12,2021-03-19
411001000691,PRIMARY,0,60,005503,0,2021-03-12,2021-03-19
411001000691,SECONDARY,0,5,005503,0,2021-03-12,2021-03-19
411001086561,PREK,0,3,002616,0,2021-03-12,2021-03-19
411001086561,PRIMARY,0,85,002616,0,2021-03-12,2021-03-19
411001086561,SECONDARY,0,96,002616,0,2021-03-12,2021-03-19
411001098578,PREK,0,51,104131,0,2021-03-12,2021-03-19
411001098578,PRIMARY,0,137,104131,0,2021-03-12,2021-03-19
411001098578,SECONDARY,0,80,104131,0,2021-03-12,2021-03-19
411001105558,PREK,0,8,009129,0,2021-03-12,2021-03-19
411001105558,PRIMARY,0,24,009129,0,2021-03-12,2021-03-19
411001800116,SECONDARY,0,3,107107,0,2021-03-12,2021-03-19
411102000293,PREK,0,18,004520,0,2021-03-12,2021-03-19
411102000293,PREK,0,18,004520,0,2021-03-12,2021-03-19
411102000293,PRIMARY,0,326,004520,0,2021-03-12,2021-03-19
411102000293,PRIMARY,0,326,004520,0,2021-03-12,2021-03-19
411102000293,SECONDARY,0,371,004520,0,2021-03-12,2021-03-19
411102000293,SECONDARY,0,371,004520,0,2021-03-12,2021-03-19
411769001981,PREK,0,40,107107,0,2021-03-12,2021-03-19
411769001981,PRIMARY,0,347,107107,0,2021-03-12,2021-03-19
411769001981,SECONDARY,0,391,107107,0,2021-03-12,2021-03-19
1100100110101,SECONDARY,0,2787,005304,0,2021-03-12,2021-03-19
1100100110501,SECONDARY,0,249,101502,0,2021-03-12,2021-03-19
1100100110502,SECONDARY,0,119,008416,0,2021-03-12,2021-03-19
1100100110503,SECONDARY,0,99,101201,0,2021-03-12,2021-03-19
1100100110504,SECONDARY,0,235,101201,0,2021-03-12,2021-03-19
1100100110505,SECONDARY,0,172,004525,0,2021-03-12,2021-03-19
1100100111701,SECONDARY,0,1214,008539,0,2021-03-12,2021-03-19
1100100112101,SECONDARY,0,311,101201,0,2021-03-12,2021-03-19
1100100112102,SECONDARY,0,152,006524,0,2021-03-12,2021-03-19
1100100120101,SECONDARY,0,3,001329,0,2021-03-12,2021-03-19
1100100120401,SECONDARY,0,11,002509,0,2021-03-12,2021-03-19
1100100120701,SECONDARY,0,133,001204,0,2021-03-12,2021-03-19
1100100120901,SECONDARY,0,1,104108,0,2021-03-12,2021-03-19
1100100121201,SECONDARY,0,20,004634,0,2021-03-12,2021-03-19
1100100130101,SECONDARY,0,217,008308,0,2021-03-12,2021-03-19
1100100130102,SECONDARY,0,177,004529,0,2021-03-12,2021-03-19
1100100130103,SECONDARY,0,165,002423,0,2021-03-12,2021-03-19
1100100130104,SECONDARY,0,106,004521,0,2021-03-12,2021-03-19
1100100130105,SECONDARY,0,215,101502,0,2021-03-12,2021-03-19
1100100130106,SECONDARY,0,131,101201,0,2021-03-12,2021-03-19
1100100130107,SECONDARY,0,191,101405,0,2021-03-12,2021-03-19
1100100130108,SECONDARY,0,111,101201,0,2021-03-12,2021-03-19
1100100130109,SECONDARY,0,170,101201,0,2021-03-12,2021-03-19
1100100130110,SECONDARY,0,178,007104,0,2021-03-12,2021-03-19
1100100130111,SECONDARY,0,259,008114,0,2021-03-12,2021-03-19
1100100130112,SECONDARY,0,118,101201,0,2021-03-12,2021-03-19
1100100130113,SECONDARY,0,169,006514,0,2021-03-12,2021-03-19
1100100170101,SECONDARY,0,1010,008205,0,2021-03-12,2021-03-19
1100100170102,SECONDARY,0,515,101201,0,2021-03-12,2021-03-19
1100100170103,SECONDARY,0,484,008212,0,2021-03-12,2021-03-19
1100100170301,SECONDARY,0,140,101201,0,2021-03-12,2021-03-19
1100100170401,SECONDARY,0,367,101103,0,2021-03-12,2021-03-19
1100100170402,SECONDARY,0,246,101201,0,2021-03-12,2021-03-19
1100100170403,SECONDARY,0,67,008311,0,2021-03-12,2021-03-19
1100100170404,SECONDARY,0,464,107106,0,2021-03-12,2021-03-19
1100100170601,SECONDARY,0,1026,003212,0,2021-03-12,2021-03-19
1100100170701,SECONDARY,0,825,101405,0,2021-03-12,2021-03-19
1100100170901,SECONDARY,0,459,101201,0,2021-03-12,2021-03-19
1100100170902,SECONDARY,0,502,101201,0,2021-03-12,2021-03-19
1100100171001,SECONDARY,0,5,008306,0,2021-03-12,2021-03-19
1100100171101,SECONDARY,0,6,101201,0,2021-03-12,2021-03-19
1100100171201,SECONDARY,0,18,101201,0,2021-03-12,2021-03-19
1100100171401,SECONDARY,0,396,008102,0,2021-03-12,2021-03-19
1100100171402,SECONDARY,0,596,006210,0,2021-03-12,2021-03-19
1100100171403,SECONDARY,0,202,108103,0,2021-03-12,2021-03-19
1100100171501,SECONDARY,0,315,101201,0,2021-03-12,2021-03-19
1100100171801,SECONDARY,0,222,108103,0,2021-03-12,2021-03-19
1100100171901,SECONDARY,0,580,101502,0,2021-03-12,2021-03-19
1100100171902,SECONDARY,0,395,002512,0,2021-03-12,2021-03-19
1100100172501,SECONDARY,0,345,003103,0,2021-03-12,2021-03-19
1100100172801,SECONDARY,0,904,101201,0,2021-03-12,2021-03-19
1100100172901,SECONDARY,0,1100,008533,0,2021-03-12,2021-03-19
1100100173501,SECONDARY,0,710,208126,0,2021-03-12,2021-03-19
1100100180101,SECONDARY,0,218,003110,0,2021-03-12,2021-03-19
1100100180102,SECONDARY,0,128,003215,0,2021-03-12,2021-03-19
1100100180103,SECONDARY,0,176,101201,0,2021-03-12,2021-03-19
1100100180104,SECONDARY,0,202,003106,0,2021-03-12,2021-03-19
1100100180105,SECONDARY,0,132,003203,0,2021-03-12,2021-03-19
1100100180106,SECONDARY,0,93,003103,0,2021-03-12,2021-03-19
1100100180301,SECONDARY,0,507,101103,0,2021-03-12,2021-03-19
1100100180302,SECONDARY,0,535,108102,0,2021-03-12,2021-03-19
1100100180601,SECONDARY,0,319,003110,0,2021-03-12,2021-03-19
1100100180602,SECONDARY,0,434,007406,0,2021-03-12,2021-03-19
1100100181301,SECONDARY,0,702,101405,0,2021-03-12,2021-03-19
1100100181302,SECONDARY,0,551,108102,0,2021-03-12,2021-03-19
1100100181303,SECONDARY,0,738,008408,0,2021-03-12,2021-03-19
1100100181501,SECONDARY,0,568,108104,0,2021-03-12,2021-03-19
1100100181801,SECONDARY,0,89,101201,0,2021-03-12,2021-03-19
1100100181802,SECONDARY,0,127,007105,0,2021-03-12,2021-03-19
1100100181803,SECONDARY,0,65,008315,0,2021-03-12,2021-03-19
1100100181804,SECONDARY,0,93,008306,0,2021-03-12,2021-03-19
1100100181805,SECONDARY,0,108,003110,0,2021-03-12,2021-03-19
1100100181806,SECONDARY,0,97,007204,0,2021-03-12,2021-03-19
1100100181807,SECONDARY,0,90,108102,0,2021-03-12,2021-03-19
1100100181808,SECONDARY,0,64,007204,0,2021-03-12,2021-03-19
1100100182601,SECONDARY,0,256,005114,0,2021-03-12,2021-03-19
1100100182602,SECONDARY,0,289,002511,0,2021-03-12,2021-03-19
1100100182603,SECONDARY,0,6,008112,0,2021-03-12,2021-03-19
1100100183301,SECONDARY,0,12,004208,0,2021-03-12,2021-03-19
1100100183501,SECONDARY,0,440,009133,0,2021-03-12,2021-03-19
1100100210201,SECONDARY,0,374,002102,0,2021-03-12,2021-03-19
1100100210202,SECONDARY,0,310,101201,0,2021-03-12,2021-03-19
1100100210203,SECONDARY,0,408,004304,0,2021-03-12,2021-03-19
1100100210204,SECONDARY,0,202,004210,0,2021-03-12,2021-03-19
1100100210401,SECONDARY,0,216,106201,0,2021-03-12,2021-03-19
1100100210601,SECONDARY,0,163,002405,0,2021-03-12,2021-03-19
1100100270101,SECONDARY,0,110,003103,0,2021-03-12,2021-03-19
1100100270201,SECONDARY,0,125,101405,0,2021-03-12,2021-03-19
1100100270202,SECONDARY,0,199,007305,0,2021-03-12,2021-03-19
1100100270401,SECONDARY,0,139,101201,0,2021-03-12,2021-03-19
1100100270701,SECONDARY,0,194,009115,0,2021-03-12,2021-03-19
1100100270801,SECONDARY,0,33,101201,0,2021-03-12,2021-03-19
1100100270901,SECONDARY,0,39,007401,0,2021-03-12,2021-03-19
1100100270902,SECONDARY,0,29,101502,0,2021-03-12,2021-03-19
1100100271001,SECONDARY,0,125,101101,0,2021-03-12,2021-03-19
1100100271201,SECONDARY,0,322,101101,0,2021-03-12,2021-03-19
1100100271301,SECONDARY,0,199,005103,0,2021-03-12,2021-03-19
1100100271302,SECONDARY,0,224,208126,0,2021-03-12,2021-03-19
1100100271303,SECONDARY,0,69,101201,0,2021-03-12,2021-03-19
1100100271304,SECONDARY,0,55,008304,0,2021-03-12,2021-03-19
1100100271305,SECONDARY,0,134,101103,0,2021-03-12,2021-03-19
1100100271901,SECONDARY,0,26,009133,0,2021-03-12,2021-03-19
1100100272301,SECONDARY,0,257,107101,0,2021-03-12,2021-03-19
1100100272501,SECONDARY,0,293,101201,0,2021-03-12,2021-03-19
1100100272502,SECONDARY,0,449,101101,0,2021-03-12,2021-03-19
1100100272503,SECONDARY,0,277,002105,0,2021-03-12,2021-03-19
1100100272504,SECONDARY,0,310,006502,0,2021-03-12,2021-03-19
1100100272505,SECONDARY,0,467,005644,0,2021-03-12,2021-03-19
1100100272506,SECONDARY,0,285,108109,0,2021-03-12,2021-03-19
1100100272507,SECONDARY,0,492,101502,0,2021-03-12,2021-03-19
1100100272508,SECONDARY,0,786,101201,0,2021-03-12,2021-03-19
1100100272509,SECONDARY,0,343,101201,0,2021-03-12,2021-03-19
1100100272510,SECONDARY,0,326,004201,0,2021-03-12,2021-03-19
1100100272511,SECONDARY,0,579,102111,0,2021-03-12,2021-03-19
1100100272801,SECONDARY,0,769,101201,0,2021-03-12,2021-03-19
1100100272802,SECONDARY,0,1271,101502,0,2021-03-12,2021-03-19
1100100273001,SECONDARY,0,76,208128,0,2021-03-12,2021-03-19
1100100273301,SECONDARY,0,19,005114,0,2021-03-12,2021-03-19
1100100273801,SECONDARY,0,89,007206,0,2021-03-12,2021-03-19
1100100274001,SECONDARY,0,15,101405,0,2021-03-12,2021-03-19
1100100274501,SECONDARY,0,565,006216,0,2021-03-12,2021-03-19
1100100274601,SECONDARY,0,148,008518,0,2021-03-12,2021-03-19
1100100281101,SECONDARY,0,531,008529,0,2021-03-12,2021-03-19
1100100281201,SECONDARY,0,414,008301,0,2021-03-12,2021-03-19
1100100281202,SECONDARY,0,360,008308,0,2021-03-12,2021-03-19
1100100282201,SECONDARY,0,2,Bogota,0,2021-03-12,2021-03-19
1100100282401,SECONDARY,0,7,101201,0,2021-03-12,2021-03-19
1100100282901,SECONDARY,0,776,005625,0,2021-03-12,2021-03-19
1100100282902,SECONDARY,0,575,005608,0,2021-03-12,2021-03-19
1100100282903,SECONDARY,0,421,005506,0,2021-03-12,2021-03-19
1100100282904,SECONDARY,0,798,005506,0,2021-03-12,2021-03-19
1100100282905,SECONDARY,0,523,005663,0,2021-03-12,2021-03-19
1100100282906,SECONDARY,0,837,005657,0,2021-03-12,2021-03-19
1100100282907,SECONDARY,0,1063,005609,0,2021-03-12,2021-03-19
1100100282908,SECONDARY,0,674,005634,0,2021-03-12,2021-03-19
1100100282909,SECONDARY,0,842,005635,0,2021-03-12,2021-03-19
1100100282910,SECONDARY,0,727,005626,0,2021-03-12,2021-03-19
1100100282911,SECONDARY,0,479,005616,0,2021-03-12,2021-03-19
1100100282912,SECONDARY,0,772,004505,0,2021-03-12,2021-03-19
1100100283001,SECONDARY,0,952,008314,0,2021-03-12,2021-03-19
1100100283101,SECONDARY,0,26,008214,0,2021-03-12,2021-03-19
1100100283201,SECONDARY,0,16,208126,0,2021-03-12,2021-03-19
1100100283301,SECONDARY,0,78,008315,0,2021-03-12,2021-03-19
1100100283401,SECONDARY,0,654,205225,0,2021-03-12,2021-03-19
1100100283701,SECONDARY,0,462,101201,0,2021-03-12,2021-03-19
1100100284801,SECONDARY,0,290,108109,0,2021-03-12,2021-03-19
1100100290101,SECONDARY,0,14,008417,0,2021-03-12,2021-03-19
1100100290201,SECONDARY,0,18,001405,0,2021-03-12,2021-03-19
1100100290401,SECONDARY,0,60,108104,0,2021-03-12,2021-03-19
1100100290501,SECONDARY,0,57,108103,0,2021-03-12,2021-03-19
1100100290601,SECONDARY,0,15,108110,0,2021-03-12,2021-03-19
1100100370201,SECONDARY,0,30,008304,0,2021-03-12,2021-03-19
1100100371201,SECONDARY,0,53,008303,0,2021-03-12,2021-03-19
1100100371301,SECONDARY,0,218,008104,0,2021-03-12,2021-03-19
1100100371901,SECONDARY,0,42,101201,0,2021-03-12,2021-03-19
1100100372501,SECONDARY,0,30,101405,0,2021-03-12,2021-03-19
1100100380801,SECONDARY,0,32,007103,0,2021-03-12,2021-03-19
1100100381901,SECONDARY,0,93,201110,0,2021-03-12,2021-03-19
1100100382201,SECONDARY,0,5,101201,0,2021-03-12,2021-03-19
1100100382601,SECONDARY,0,37,006209,0,2021-03-12,2021-03-19
1100100382701,SECONDARY,0,257,006208,0,2021-03-12,2021-03-19
1100100382801,SECONDARY,0,5,101201,0,2021-03-12,2021-03-19
1100100383001,SECONDARY,0,30,101405,0,2021-03-12,2021-03-19
1100100410801,SECONDARY,0,80,006110,0,2021-03-12,2021-03-19
1100100410802,SECONDARY,0,69,004535,0,2021-03-12,2021-03-19
1100100410803,SECONDARY,0,59,004596,0,2021-03-12,2021-03-19
1100100411101,SECONDARY,0,2,009104,0,2021-03-12,2021-03-19
1100100470201,SECONDARY,0,164,101103,0,2021-03-12,2021-03-19
1100100471401,SECONDARY,0,11,005114,0,2021-03-12,2021-03-19
1100100471901,SECONDARY,0,28,002509,0,2021-03-12,2021-03-19
1100100472101,SECONDARY,0,65,008206,0,2021-03-12,2021-03-19
1100100472601,SECONDARY,0,369,101405,0,2021-03-12,2021-03-19
1100100472701,SECONDARY,0,609,101101,0,2021-03-12,2021-03-19
1100100480301,SECONDARY,0,2,008202,0,2021-03-12,2021-03-19
1100100481001,SECONDARY,0,152,005111,0,2021-03-12,2021-03-19
1100100481301,SECONDARY,0,1563,003104,0,2021-03-12,2021-03-19
1100100482201,SECONDARY,0,174,008307,0,2021-03-12,2021-03-19
1100100483201,SECONDARY,0,39,005308,0,2021-03-12,2021-03-19
1100100483501,SECONDARY,0,20,108102,0,2021-03-12,2021-03-19
1100100580201,SECONDARY,0,698,005114,0,2021-03-12,2021-03-19
1100100580202,SECONDARY,0,608,101201,0,2021-03-12,2021-03-19
1100100580203,SECONDARY,0,407,101201,0,2021-03-12,2021-03-19
1100100910401,SECONDARY,0,290,107106,0,2021-03-12,2021-03-19
1100100910701,SECONDARY,0,47,004404,0,2021-03-12,2021-03-19
1100100910801,SECONDARY,0,8,003110,0,2021-03-12,2021-03-19
1100100911001,SECONDARY,0,475,101103,0,2021-03-12,2021-03-19
1100100911002,SECONDARY,0,201,004316,0,2021-03-12,2021-03-19
1100100911003,SECONDARY,0,507,001202,0,2021-03-12,2021-03-19
1100100911004,SECONDARY,0,521,002104,0,2021-03-12,2021-03-19
1100100911005,SECONDARY,0,441,101201,0,2021-03-12,2021-03-19
1100100911006,SECONDARY,0,282,007307,0,2021-03-12,2021-03-19
1100100911007,SECONDARY,0,463,002104,0,2021-03-12,2021-03-19
1100100911008,SECONDARY,0,292,006212,0,2021-03-12,2021-03-19
1100100911009,SECONDARY,0,581,004101,0,2021-03-12,2021-03-19
1100100911010,SECONDARY,0,635,006215,0,2021-03-12,2021-03-19
1100100911011,SECONDARY,0,327,007107,0,2021-03-12,2021-03-19
1100100911012,SECONDARY,0,541,101502,0,2021-03-12,2021-03-19
1100100911013,SECONDARY,0,713,101201,0,2021-03-12,2021-03-19
1100100911014,SECONDARY,0,67,101103,0,2021-03-12,2021-03-19
1100100911015,SECONDARY,0,187,101307,0,2021-03-12,2021-03-19
1100100911016,SECONDARY,0,687,208126,0,2021-03-12,2021-03-19
1100100911017,SECONDARY,0,607,005607,0,2021-03-12,2021-03-19
1100100911018,SECONDARY,0,341,005404,0,2021-03-12,2021-03-19
1100100911019,SECONDARY,0,467,005113,0,2021-03-12,2021-03-19
1100100911020,SECONDARY,0,732,005626,0,2021-03-12,2021-03-19
1100100911021,SECONDARY,0,692,101103,0,2021-03-12,2021-03-19
1100100911601,SECONDARY,0,23,004641,0,2021-03-12,2021-03-19
1100100911701,SECONDARY,0,2,108102,0,2021-03-12,2021-03-19
1100100912801,SECONDARY,0,62,101201,0,2021-03-12,2021-03-19
1100100912901,SECONDARY,0,130,007303,0,2021-03-12,2021-03-19
1100100913101,SECONDARY,0,33,208125,0,2021-03-12,2021-03-19
1100100913201,SECONDARY,0,16,108104,0,2021-03-12,2021-03-19
1100100989901,SECONDARY,0,87,101405,0,2021-03-12,2021-03-19
1100100990301,SECONDARY,0,11,101201,0,2021-03-12,2021-03-19
1100100990401,SECONDARY,0,163,008301,0,2021-03-12,2021-03-19
1100100991001,SECONDARY,0,6,101201,0,2021-03-12,2021-03-19
1100100991301,SECONDARY,0,523,101103,0,2021-03-12,2021-03-19
1100100991401,SECONDARY,0,22,Bogota,0,2021-03-12,2021-03-19
1100100991501,SECONDARY,0,77,101201,0,2021-03-12,2021-03-19
1100100992601,SECONDARY,0,12,008536,0,2021-03-12,2021-03-19
1,UNIVERSITY,13290,771034,"NA",0.01723659397640052,2021-03-12,2021-03-19
311001088641,PREK,3.2,29,006302,0.11034482758620691,2021-03-19,2021-03-26
311001108528,PREK,3.8000000000000003,68,006301,0.05588235294117647,2021-03-19,2021-03-26
311001106525,PREK,3.4000000000000004,16,005403,0.21250000000000002,2021-03-19,2021-03-26
311001108382,PREK,2,103,006402,0.019417475728155338,2021-03-19,2021-03-26
311001104492,PREK,20,54,008309,0.37037037037037035,2021-03-19,2021-03-26
311001800138,PREK,20.8,75,009113,0.2773333333333333,2021-03-19,2021-03-26
311001101515,PREK,2,23,009104,0.08695652173913043,2021-03-19,2021-03-26
311001108838,PREK,18,56,006312,0.32142857142857145,2021-03-19,2021-03-26
311001108625,PREK,3.6,30,004413,0.12000000000000001,2021-03-19,2021-03-26
311001101175,PREK,9,75,004403,0.12,2021-03-19,2021-03-26
311001036641,PREK,3.8000000000000003,33,002401,0.11515151515151516,2021-03-19,2021-03-26
311001095914,PREK,1.6,13,009111,0.12307692307692308,2021-03-19,2021-03-26
311001092630,PREK,3,30,001204,0.1,2021-03-19,2021-03-26
311848004478,PREK,2.4000000000000004,19,004107,0.12631578947368424,2021-03-19,2021-03-26
311001099839,PREK,0.8,31,006312,0.025806451612903226,2021-03-19,2021-03-26
311001107157,PREK,6,10,004584,0.6,2021-03-19,2021-03-26
311001108668,PREK,0,11,009130,0,2021-03-19,2021-03-26
311848003196,PREK,19,77,009112,0.24675324675324675,2021-03-19,2021-03-26
311001101809,PREK,4,16,002401,0.25,2021-03-19,2021-03-26
311001109281,PREK,2.4000000000000004,23,004309,0.10434782608695654,2021-03-19,2021-03-26
311001106371,PREK,3.2,110,004531,0.02909090909090909,2021-03-19,2021-03-26
